siren,valide,fichier_source
953930252,True,modification d entreprise.txt
518709407,True,modification d entreprise.txt
497634030,True,modification d entreprise.txt
539191692,True,modification d entreprise.txt
353462989,True,modification d entreprise.txt
852538461,True,modification d entreprise.txt
504760323,True,modification d entreprise.txt
521573071,True,modification d entreprise.txt
833527278,True,modification d entreprise.txt
487833709,True,modification d entreprise.txt
518899406,True,modification d entreprise.txt
839201381,True,modification d entreprise.txt
897739173,True,modification d entreprise.txt
919190322,True,modification d entreprise.txt
978170322,True,modification d entreprise.txt
457506475,True,modification d entreprise.txt
908086358,True,modification d entreprise.txt
532881398,True,modification d entreprise.txt
390447548,True,modification d entreprise.txt
535154223,True,modification d entreprise.txt
504543323,True,modification d entreprise.txt
905156865,True,modification d entreprise.txt
529287641,True,modification d entreprise.txt
940286487,True,modification d entreprise.txt
340899541,True,modification d entreprise.txt
420296113,True,modification d entreprise.txt
939581054,True,modification d entreprise.txt
